game_id|game_date|visit_id|home_id|visit_scores|home_scores|attendance|officials
1801873|12/07/2019 05:00 PM|486874|486753|['33', '19', '10', '62']|['26', '26', '15', '67']|780|['Kelly Davis', 'Cedric Coleman', 'Eroll Lewis']
1801889|12/07/2019 05:00 PM|486933|486978|['24', '43', '67']|['26', '49', '75']|1115|['Joseph Palacz', 'Adam Vandenburgh', 'John Floyd']
1801867|12/07/2019 05:00 PM|486689|486669|['37', '40', '77']|['34', '37', '71']|2463|['Wesley Ford', 'Gerald Williams', 'KB Burdett Jr.']
1801893|12/07/2019 05:00 PM|486865|486901|['39', '19', '58']|['25', '34', '59']|16690|['Bill Ek', 'Terry Oglesby', 'D.J. Carstensen']
1801795|12/07/2019 05:00 PM|486729|486699|['42', '25', '67']|['55', '43', '98']|9888|['Tom Nally', 'Scott Brown', 'Rick Randall']
1801891|12/07/2019 05:00 PM|486803|486726|['29', '37', '66']|['32', '41', '73']|10811|['Clarence Armstrong', 'Mike Roberts', 'Pat Driscoll']
1801888|12/07/2019 05:00 PM|486924|486714|['40', '37', '77']|['33', '45', '78']|2302|['Andrew Walton', 'Chris King', 'John Hampton']
1801896|12/07/2019 05:30 PM|486942|486769|['22', '31', '53']|['37', '21', '58']|622|[]
1801876|12/07/2019 06:00 PM|486786|486698|['24', '37', '9', '70']|['27', '34', '16', '77']|9815|['Chris Rastatter', 'Jim Schipper', 'Doran Gotschall']
1801594|12/07/2019 06:00 PM|486765|486946|['25', '28', '53']|['45', '31', '76']|2136|['Tommy Short', 'Chance Moore', 'Jeb Hartness']
1801907|12/07/2019 06:00 PM|486940|486853|['19', '34', '53']|['22', '42', '64']|7123|['Keith Fogleman', 'Chet Walker', 'Kendell Ripley']
1801577|12/07/2019 06:00 PM|486659|486824|['43', '30', '73']|['37', '41', '78']|2723|['Mick Fieldbinder', 'Dave Cusick', 'Tim Fitzgerald']
1801911|12/07/2019 06:00 PM|486771|486875|['32', '28', '60']|['49', '33', '82']|811|['Michael Terry', 'Antoine Dawkins', 'Jon Broska']
1801829|12/07/2019 07:00 PM|486966|486788|['33', '32', '65']|['22', '24', '46']|2695|['Ian Caldwell', 'Jeff Wooten', 'Glen Mayberry']
1801825|12/07/2019 07:00 PM|486856|486965|['34', '30', '64']|['34', '55', '89']|6599|['Rick Batsell', 'Kevin Brill', 'Mike Reed']
1801917|12/07/2019 07:00 PM|486691|486702|['16', '22', '38']|['26', '29', '55']|2970|['Josh  White', 'Alfred Smith', 'Kevin Ferguson']
1801589|12/07/2019 07:00 PM|486759|486844|['30', '23', '53']|['27', '41', '68']|3656|['Tony Crisp', 'Dwayne Gladden', 'Justin Porterfield']
1801582|12/07/2019 07:00 PM|486806|486879|['29', '30', '59']|['48', '33', '81']|2176|['Brooks Wells', 'Scott Siville', 'Chris Beaver']
1801947|12/07/2019 07:00 PM|486807|486720|['39', '53', '92']|['47', '41', '88']|2734|['Sean Casady', 'Landon Brandes', 'Matt Jarman']
1801945|12/07/2019 07:00 PM|486757|486781|['32', '32', '64']|['24', '41', '65']|2059|['Adam Flore', 'Guy  Pagano', 'Greg Evans']
1801940|12/07/2019 07:00 PM|486779|486674|['27', '36', '63']|['33', '46', '79']|2943|['Michael Nardone', 'Michael Fortunato', 'Luke Schumer']
1801936|12/07/2019 07:00 PM|486727|486884|['41', '37', '78']|['32', '33', '65']|818|['Dave Fernandez', 'Johnee Gleich', 'Nathan  Hall']
1801925|12/07/2019 07:00 PM|486732|486742|['37', '40', '77']|['48', '33', '81']|1389|['Evan Berg', 'Bruce Benedict', 'Jeremy Mosier']
1801923|12/07/2019 07:00 PM|486897|486697|['22', '20', '9', '51']|['22', '20', '11', '53']|849|['Kenneth Clark', 'Andrew Maira', 'Greg Moyer']
1801920|12/07/2019 07:00 PM|486984|486748|['28', '36', '64']|['21', '38', '59']|2341|['John Atanassov', 'Brian Shey', 'Josue Nieves']
1801913|12/07/2019 07:00 PM|486920|486864|['24', '26', '50']|['29', '32', '61']|4364|['Gene Grimshaw', 'Jeff Malham', 'Randy Heimerman']
1801912|12/07/2019 07:00 PM|486810|486878|['22', '36', '58']|['34', '38', '72']|16300|['Michael Greenstein', 'Bert Smith', 'Gerry Pollard']
1801596|12/07/2019 07:30 PM|486916|486676|['33', '31', '64']|['27', '27', '54']|6405|['Rob Rorke', 'Olandis Poole', 'Mike Nance']
1801576|12/07/2019 07:30 PM|486764|486716|['28', '45', '6', '79']|['33', '40', '13', '86']|6862|['Kevin Mathis', 'Joe DeRosa', 'Antinio Petty']
1801943|12/07/2019 08:00 PM|486829|486944|['25', '43', '68']|['33', '45', '78']|2658|['Collin Dotson', 'Bryan Anslinger', 'Mark Riggs']
1801931|12/07/2019 08:00 PM|486911|486923|['24', '28', '52']|['51', '34', '85']|4807|['Davis Maxwell', 'John St. Clair', 'Brett Miles']
1801968|12/07/2019 08:00 PM|486962|486704|['29', '28', '57']|['28', '41', '69']|7637|['Clyde Owens', 'Bret Smith', 'Gary Maxwell']
1801887|12/07/2019 08:00 PM|486951|486793|['34', '23', '57']|['36', '30', '66']|949|['Steven Espinoza', 'Brady Chelette', 'Juan Corral']
1801932|12/07/2019 08:00 PM|486996|486859|['55', '58', '113']|['45', '45', '90']|605|['Nomi Kidwai', 'Matthew Martinez', 'Doug George']
1801948|12/07/2019 08:00 PM|491121|486751|['15', '19', '34']|['51', '51', '102']|1270|['Nick Atwood', 'Randal Anders', 'Jason Barth']
1801924|12/07/2019 08:00 PM|487551|486741|['33', '32', '65']|['45', '56', '101']|293|['Brent  Simmons', 'Johnny  Wilkins', 'Travis  Motal ']
1801941|12/07/2019 09:00 PM|486737|486688|['34', '16', '50']|['35', '24', '59']|4928|['Darron George', 'Rodrick Dixon', 'Brent Dugas']
1801584|12/07/2019 09:00 PM|486790|486787|['23', '39', '62']|['21', '38', '59']|576|['Matthew Rukasin', 'Levon Zakarian', 'Jeff Ketchu']
1801969|12/07/2019 09:00 PM|486898|486877|['39', '34', '73']|['26', '39', '65']|10073|"['Brent  Hampton', ""Brian O'Connell"", 'Tom Eades']"
1801963|12/07/2019 09:30 PM|486670|486761|['26', '39', '65']|['38', '39', '77']|7685|['Ryan McDaniel', 'Bo Boroski', 'John Higgins']
1801971|12/07/2019 09:30 PM|486846|486664|['49', '42', '91']|['29', '45', '74']|5855|['Pat Adams', 'Tony Greene', 'Doug Sirmons']
1801946|12/07/2019 10:00 PM|486792|486649|['28', '24', '52']|['40', '31', '71']|2326|['Klaus Endrissat', 'Nate Harris', 'Deldre Carr']
1801926|12/07/2019 10:00 PM|487001|486794|['39', '29', '68']|['33', '27', '60']|1938|['Jeremy Dente', 'Mark  Fulton', 'Andy Cohn']
1801939|12/07/2019 10:00 PM|486852|486893|['30', '37', '67']|['47', '36', '83']|889|['Ron Brokenbrough', 'SirAllen Conner', 'Jimmy Casas']
1801938|12/07/2019 10:00 PM|486973|486736|['31', '40', '71']|['37', '36', '73']|753|['Dough Sturdivan', 'Ken Ditty', 'Mark Cook']
1801937|12/07/2019 10:00 PM|486652|486784|['33', '33', '66']|['28', '42', '70']|1632|['Phil White', 'Tim Marion', 'Daryl Gelinas']
1801935|12/07/2019 10:00 PM|486858|486998|['26', '25', '51']|['37', '31', '68']|1025|['Paul Szelc', 'Kipp Kissinger', 'Gregory Nixon']
1801977|12/08/2019 12:00 PM|486860|486655|['39', '37', '76']|['27', '29', '56']|11164|['Doug Shows', 'Joe Lindsay', 'Steven Anderson']
1801993|12/08/2019 01:00 PM|491320|486679|['25', '26', '51']|['53', '46', '99']|2223|[]
1801990|12/08/2019 01:00 PM|486808|486938|['42', '38', '2', '82']|['39', '41', '13', '93']|1276|['Matt Palumb', 'Josh  White', 'Ron Tyburski']
1801591|12/08/2019 01:00 PM|486925|486707|['18', '29', '47']|['24', '32', '56']|14629|['Bill Covington Jr', 'Jamie Luckie', 'Ron Groover']
1801987|12/08/2019 01:30 PM|486992|486693|['44', '42', '86']|['28', '34', '62']|1050|['Mike Kitts', 'Chris Rastetter', 'Tony Padilla']
1801989|12/08/2019 02:00 PM|486718|486960|['38', '42', '80']|['31', '30', '61']|7945|['Byron Jarrett', 'Rick Crawford', 'Doug Sirmons']
1801988|12/08/2019 02:00 PM|486801|486700|['22', '33', '55']|['34', '43', '77']|2880|['Jeff Campbell', 'Bert Smith', 'Kelly Self']
1801996|12/08/2019 02:00 PM|486666|486752|['35', '22', '57']|['34', '38', '72']|2036|['Brooks Wells', 'Tim Stewart', 'Bill Ek']
1802009|12/08/2019 02:00 PM|486719|486835|['27', '35', '62']|['25', '33', '58']|2161|['John Floyd', 'Andy  Vandenburgh', 'Nathan Farrell']
1802008|12/08/2019 02:00 PM|486986|486854|['34', '45', '79']|['41', '21', '62']|845|['Mike Kashirsky', 'Luke Schumer', 'Steve Honacki']
1802006|12/08/2019 02:00 PM|486899|486690|['29', '43', '72']|['33', '49', '82']|3887|['Joe DeRosa', 'Peter Juzenas', 'Les Jones']
1801999|12/08/2019 02:00 PM|486653|486982|['24', '33', '57']|['29', '46', '75']|5056|['Ray Natili', 'Tim Clougherty', 'John Gaffney']
1801997|12/08/2019 02:00 PM|487149|486730|['32', '18', '50']|['37', '39', '76']|3726|['Anthony Franklin', 'Nick Heater', 'Kyle Luckie']
1801995|12/08/2019 02:00 PM|486805|486840|['33', '20', '53']|['27', '45', '72']|7834|"[""Brian O'Connell"", 'Pat Driscoll', 'Roger Ayers']"
1801973|12/08/2019 02:00 PM|486678|486959|['25', '29', '54']|['39', '42', '81']|3402|['Michael Griffith', 'Chris Beaver', 'Terry Wymer']
1801994|12/08/2019 02:00 PM|486743|486843|['29', '43', '72']|['42', '42', '84']|1510|['Tom Eades', 'Ryan Christian', 'Antinio Petty']
1802011|12/08/2019 03:00 PM|486682|486687|['17', '33', '50']|['27', '33', '60']|9136|['Pat Adams', 'Keith Kimble', 'Gerry Pollard']
1802003|12/08/2019 03:00 PM|487700|486750|['35', '15', '50']|['48', '30', '78']|441|['Blake Thomas', 'R.B. Clyburn', 'Keith Patterson']
1802001|12/08/2019 03:00 PM|491342|486963|['32', '23', '55']|['50', '45', '95']|1470|['Rhett Lamoreaux', 'Brian McNutt', 'Todd Von Sossan']
1801976|12/08/2019 03:00 PM|487000|486997|['25', '32', '57']|['30', '29', '59']|11925|"[""Tom O'Neill"", 'Kipp Kissinger', 'Randy McCall']"
1802023|12/08/2019 04:00 PM|486818|486993|['46', '32', '78']|['25', '43', '68']|3563|['Bo Boroski', 'Paul Scelz', 'John Higgins']
1802020|12/08/2019 04:00 PM|487602|486902|['15', '24', '39']|['51', '34', '85']|300|['Kevin Ricks', 'Harold Archer', 'Julius Terrell']
1802014|12/08/2019 04:00 PM|486954|486888|['32', '27', '59']|['52', '57', '109']|9483|['Hunter Allen', 'Tony Greene', 'Don Daily']
1802007|12/08/2019 05:00 PM|486822|486795|['32', '30', '62']|['43', '38', '81']|5243|['Tommy Nunez', 'MIchael Irving', 'David Hall']
1802026|12/08/2019 05:00 PM|486955|486977|['16', '28', '44']|['22', '36', '58']|14804|['Donnie  Eppley', 'Brian  Dorsey', 'D.J. Carstensen']
1802021|12/08/2019 05:00 PM|486782|486819|['37', '37', '74']|['30', '39', '69']|4419|['Tony Henderson', 'Jeff Clark', 'Mike Eades']
1802018|12/08/2019 05:00 PM|487228|486747|['46', '26', '72']|['44', '52', '96']|1537|['Coy Gammon', 'Matt Jarman', 'Donald Daniels']
1802024|12/08/2019 05:30 PM|486889|486995|['36', '32', '68']|['29', '42', '71']|731|['Dave Cusick', 'Rodrick Dixon', 'Marques Pettigrew']
1802027|12/08/2019 06:00 PM|486930|486949|['20', '45', '65']|['45', '28', '73']|303|['Brent Watts', 'Toby Doolittle', 'Michael Greenstein']
1802025|12/08/2019 06:30 PM|486885|486733|['32', '38', '70']|['28', '33', '61']|5406|['Greg Nixon', 'Deldre Carr', 'Eric Curry']
1802015|12/08/2019 06:30 PM|486945|486833|['39', '43', '82']|['42', '56', '98']|1353|['Randy Richardson', 'Scott Brown', 'Kevin Brill']
1802029|12/08/2019 07:00 PM|486985|486909|['28', '37', '65']|['33', '44', '77']|14797|['Courtney Green', 'Kelly Pfeifer', 'Terry Oglesby']
1802028|12/08/2019 07:00 PM|486831|486953|['35', '22', '57']|['35', '41', '76']|3199|['Tucson Grigg', 'Chris Pacsi', 'Ed Phillips']
1802016|12/08/2019 07:00 PM|486851|486711|['41', '42', '83']|['37', '39', '76']|9268|['Mike Reed', 'Mike Scyphers', 'Verne Harris']
1802030|12/08/2019 09:00 PM|486651|486871|['26', '40', '66']|['28', '48', '76']|14269|['Brent Hampton', 'Jeffery Anderson', 'James Breeding']
1802034|12/09/2019 07:00 PM|486811|486827|['21', '33', '54']|['45', '45', '90']|1189|['James Breeding', 'Brian Dorsey', 'Ray Natili']
1802043|12/09/2019 08:00 PM|492151|486758|['43', '19', '62']|['52', '56', '108']|103|['Beau Melancon', 'Marvin Royal', 'Kevin Joseph']
1802038|12/09/2019 08:00 PM|486754|486657|['23', '36', '59']|['27', '46', '73']|1601|['Brooks Wells', 'Wesley Ford', 'Steve McJunkins']
1802033|12/09/2019 08:00 PM|486912|486872|['29', '23', '52']|['37', '35', '72']|10442|['Rob Kueneman', 'Rob Riley', 'Bo Boroski']
1802051|12/10/2019 12:00 AM|486991|486676|['30', '31', '61']|['55', '53', '108']|6197|[]
1802052|12/10/2019 12:00 AM|486868|486812|['34', '23', '57']|['29', '25', '54']|10946|['Owen Shortt', 'Don Daily', 'Terry Wymer']
1802053|12/10/2019 01:00 AM|486685|486890|['31', '39', '70']|['28', '29', '57']|10945|['Mike Roberts', 'Michael Stephens', 'Doug Sirmons']
1802048|12/10/2019 02:00 AM|486932|486778|['22', '20', '42']|['34', '41', '75']|10570|['Verne Harris', 'Tony Padilla', 'John Higgins']
1802054|12/10/2019 12:00 PM|486780|486842|['34', '35', '69']|['36', '25', '61']|3200|"['Olandis Poole', 'Vladimir Voyard-Tadal', ""Brian O'Connell""]"
1802055|12/10/2019 03:00 PM|486735|486988|['34', '29', '63']|['35', '29', '64']|264|['Tom Regan', 'Martin Herrick', 'Tom Courtney']
1802062|12/10/2019 07:00 PM|487076|486777|['19', '39', '58']|['46', '45', '91']|4643|['Tom Eades', 'Kelly Self', 'Robert Burris']
1802072|12/10/2019 07:00 PM|486674|486857|['34', '29', '63']|['36', '35', '71']|3111|['Rob Riley', 'Bill McCarthy', 'Ron Tyburski']
1802097|12/10/2019 07:00 PM|486813|486817|['22', '30', '52']|['43', '45', '88']|3027|['Anthony Jordan', 'Ray  Natili', 'Brian  Dorsey']
1802092|12/10/2019 07:00 PM|486779|486990|['24', '47', '71']|['41', '41', '82']|3147|['Justin Porterfield', 'Evon Burroughs', 'Lamar Simpson']
1802090|12/10/2019 07:00 PM|486757|486774|['31', '20', '51']|['30', '42', '72']|3874|['Bart Lenox', 'Bill Covington Jr.', 'Tony Henderson']
1802089|12/10/2019 07:00 PM|486823|486956|['33', '38', '71']|['49', '61', '110']|6441|['Doug Shows', 'Jeff Pon', 'Ron Groover']
1802086|12/10/2019 07:00 PM|486900|486691|['33', '38', '71']|['30', '47', '77']|1811|['Donnie Eppley', 'Paul Faia', 'Earl Walton']
1802085|12/10/2019 07:00 PM|486901|486968|['30', '39', '69']|['40', '36', '76']|8643|['Keith Kimble', 'Larry Scirotto', 'Bo Boroski']
1802082|12/10/2019 07:00 PM|490788|486869|['11', '22', '33']|['37', '32', '69']|1434|['Tyler Kumpf', 'Michael Swoboda', 'Dave Cronin']
1802074|12/10/2019 07:00 PM|491273|486738|['22', '38', '60']|['44', '36', '80']|1085|['Jerry Scherzinger', 'Mike Kashirsky', 'Marcus Gossard']
1802071|12/10/2019 07:00 PM|487686|486804|['39', '44', '83']|['70', '59', '129']|451|['Robert Worthams', 'Tim Ebersole', 'Frankie Bordeaux']
1802068|12/10/2019 07:00 PM|487458|486858|['31', '28', '10', '69']|['40', '19', '7', '66']|1035|['Matt Smith', 'Gary Pucino', 'Jose Carrion']
1802066|12/10/2019 07:30 PM|486739|486904|['41', '32', '73']|['32', '50', '82']|2449|['Josh Haug', 'Ryan McDaniel', 'Ross Cullins, Jr.']
1802065|12/10/2019 07:30 PM|486677|486765|['31', '31', '62']|['42', '44', '86']|1080|['Archibald Whaley', 'Byron Jarrett', 'Randy Heimerman']
1802120|12/10/2019 08:00 PM|486721|486800|['26', '40', '66']|['38', '41', '79']|4370|['Matt Oblas', 'Chuck Jones', 'Ted Valentine']
1802077|12/10/2019 08:00 PM|486852|486947|['31', '35', '66']|['32', '29', '61']|2019|['Andrew Banner', 'Gerald Williams', 'Brent Dugas']
1802113|12/10/2019 08:00 PM|486917|486975|['35', '32', '67']|['24', '42', '66']|1254|['Wallace Rutecki Jr.', 'Byron Taylor', 'Jim McMahon']
1802093|12/10/2019 08:00 PM|486723|486878|['27', '41', '68']|['52', '43', '95']|16300|['Jeffrey Anderson', 'Mike Eades', 'Joe DeRose']
1813801|12/10/2019 09:00 PM|490712|486698|['25', '24', '49']|['49', '45', '94']|6006|['D.G. Nelson', 'Wilson Holland', 'John Paul Guerrero']
1802067|12/10/2019 09:00 PM|486935|486822|['37', '35', '72']|['28', '39', '67']|910|['Rob Kueneman', 'Brian McAnally', 'Kelly Pfeifer']
1802095|12/10/2019 09:00 PM|486952|486810|['33', '46', '79']|['32', '44', '76']|6570|['Paul Szelc', 'Kipp Kissinger', 'Chris Rastatter']
1802119|12/10/2019 09:00 PM|486783|486770|['24', '28', '52']|['34', '19', '53']|7270|['Roger Ayers', 'Jamie Luckie', 'James Breeding']
1802069|12/10/2019 09:00 PM|486656|486809|['30', '38', '68']|['31', '41', '72']|2408|[]
1802122|12/11/2019 12:00 AM|490760|486942|['15', '13', '28']|['65', '44', '109']|212|['Christopher Bennett', 'Frankie Bordeaux', 'Haywood Bostic']
1802123||486727|486903|['40', '35', '8', '83']|['45', '30', '5', '80']|2212|['Rodger Ayers', 'Brian Dorsey', 'Ron Groover']
1802124||486924|486654|['35', '43', '7', '85']|['39', '39', '12', '90']|198|"['William Humes', ""Olandis Poole ' Michael Millione""]"
1802133|12/11/2019 06:30 PM|487142|486744|['22', '34', '56']|['46', '59', '105']|1343|['Chase Shaw', 'Chris McCurry', 'Steve Divine']
1802152|12/11/2019 07:00 PM|486836|486994|['34', '36', '70']|['42', '44', '86']|586|['Ryan Corbett', 'Michael Kitts', 'Ron Tyburski']
1802181|12/11/2019 07:00 PM|486722|486985|['33', '32', '65']|['32', '40', '72']|6361|['Eric Curry', 'Larry Scirotto', 'Terry Wymer']
1802176|12/11/2019 07:00 PM|486679|486706|['28', '30', '58']|['32', '31', '63']|8348|['Scott Arbogast', 'Lamar Simpson', 'Ted Valentine']
1802170|12/11/2019 07:00 PM|486814|486808|['38', '20', '58']|['33', '33', '66']|876|"['Adam Vandenburgh', ""Kevin O'Connell"", 'Pat Driscoll']"
1802169|12/11/2019 07:00 PM|486816|486895|['40', '37', '77']|['26', '18', '44']|748|['Matt Dorn', 'Wally Rutecki', 'D.J. Carstensen']
1802163|12/11/2019 07:00 PM|486696|487079|['25', '35', '60']|['25', '44', '69']|1500|['Dave Hernandez', 'Nathan Hall', 'Mike McCloskey']
1802144|12/11/2019 07:00 PM|487396|486705|['24', '36', '60']|['35', '43', '78']|1038|['Tim Ebersole', 'Brad Corriher', 'Leslie Jones']
1802140|12/11/2019 07:00 PM|487202|486843|['20', '45', '65']|['52', '38', '90']|1378|['Todd Austin', 'Sean Gaffney', 'Patrick Langford']
1802138|12/11/2019 07:00 PM|486891|486934|['37', '35', '72']|['30', '36', '66']|355|['Tom Kenny', 'Jose Carrion', 'Wil Howard']
1802121|12/11/2019 07:00 PM|487139|486899|['24', '26', '50']|['34', '52', '86']|5106|['James Breeding', 'Craig Murley', 'Kenneth Moreland']
1802147|12/11/2019 08:00 PM|486720|486683|['26', '34', '60']|['31', '39', '70']|6314|['Michael Greenstein', 'Tony Padilla', 'Kipp Kissinger']
1802167|12/11/2019 08:00 PM|486754|486877|['16', '25', '41']|['52', '34', '86']|7577|['Marques Pettigrew', 'Mike Eades', 'Joe DeRosa']
1802180|12/11/2019 08:00 PM|491150|486883|['22', '34', '56']|['40', '33', '73']|1513|['Jablin Williams', 'Joe Wilbert III', 'Jeff Malham']
1802145|12/11/2019 08:00 PM|486773|486694|['22', '34', '56']|['43', '26', '69']|3367|['Brad Ferrie', 'Tommy Nunez Jr.', 'Larry  Spaulding']
1802146|12/11/2019 08:00 PM|486686|486860|['30', '33', '63']|['36', '35', '71']|6657|['Sean Casaday', 'Bart Lenox', 'Pat Adams']
1802134|12/11/2019 08:00 PM|486930|486762|['23', '26', '49']|['43', '56', '99']|13256|['Bert Smith', 'Gerry Pollard', 'Verne Harris']
1802164|12/11/2019 08:00 PM|486763|486668|['16', '37', '53']|['34', '41', '75']|3891|['Tom Eades', 'Rick Crawford', 'John Hendricks']
1802165|12/11/2019 08:00 PM|490811|486939|['15', '29', '44']|['50', '68', '118']|283|['Earl Lennie', 'Lucas Santos', 'Steve Orkus']
1802193|12/11/2019 08:30 PM|486692|486874|['28', '32', '60']|['30', '25', '55']|2034|['Jeremy Trussell', 'Brian Crocker', 'Jeb Hartness']
1802206|12/11/2019 09:00 PM|486910|486865|['28', '34', '62']|['30', '41', '71']|13277|['Lewis Garrison', 'Keith Kimble', 'Bo Boroski']
1802149|12/11/2019 10:00 PM|486998|486787|['35', '31', '66']|['21', '33', '54']|723|['Daryl Gelinas', 'Chris Rastatter', 'Michael Irving']
1802166|12/11/2019 10:00 PM|486944|486789|['34', '37', '71']|['26', '36', '62']|832|['Steven Espinoza', 'Deron White', 'Bill Vinovich']
1802174|12/11/2019 10:00 PM|486786|486792|['29', '34', '63']|['32', '37', '69']|3211|['Jimmy Casas', 'Bob Staffen', 'John Higgins']
1802204|12/11/2019 10:00 PM|486974|486761|['36', '43', '79']|['43', '45', '88']|6889|['Kelly Pfeifer', 'Randy McCall', 'David Hall']
1802210|12/12/2019 07:00 PM|487656|486751|['27', '9', '36']|['46', '59', '105']|868|['Raymond Tate', 'Bharat Ramnanan', 'Kerry Sitton']
1802214|12/12/2019 07:00 PM|486767|486713|['21', '32', '53']|['38', '46', '84']|9987|['Pat Driscoll', 'James Breeding', 'Roger Ayers']
1802221|12/12/2019 07:00 PM|486666|486724|['33', '29', '62']|['44', '41', '85']|3012|['Steve McJunkins', 'Edwin Young', 'Jesse Joseph']
1802216|12/12/2019 08:00 PM|486872|486871|['39', '45', '84']|['24', '44', '68']|14384|['Keith Kimble', 'Mike Eades', 'Terry Wymer']
1802213|12/12/2019 09:00 PM|486952|486733|['43', '39', '82']|['26', '32', '58']|7186|['Bert Smith', 'Gerry Pollard', 'Randy McCall']
1802223|12/12/2019 10:05 PM|490553|486972|['19', '29', '48']|['54', '47', '101']|655|['Anthony Jordan', 'Crystal  Hogan', 'Chris Rastatter']
1802260|12/13/2019 07:00 PM|486732|486734|['29', '32', '61']|['32', '53', '85']|953|['Christopher Balunek', 'Matt Jarman', 'Glenn Tuitt']
1802257|12/13/2019 07:00 PM|487202|486742|['31', '35', '66']|['64', '48', '112']|1255|['Sean Lineberger', 'Alex  Langley', 'Leslie Jones']
1802256|12/13/2019 08:00 PM|486967|486815|['24', '34', '58']|['45', '44', '89']|16346|['Clarence Armstrong', 'Bo Boroski', 'Tommy Morrissey']
1802287|12/13/2019 08:00 PM|486929|486868|['39', '43', '8', '90']|['40', '42', '14', '96']|17222|['Keith Kimble', 'Paul Szelc', 'Larry Scirotto']
1802265|12/13/2019 08:00 PM|487165|486656|['26', '27', '53']|['32', '34', '66']|1517|['Darryl Smith', 'Pete Larson', 'Brian McAnally']
1802249|12/13/2019 08:00 PM|486810|486809|['27', '29', '56']|['12', '36', '48']|6629|['Tony Padilla', 'John Higgins', 'Verne Harris']
1802251|12/13/2019 09:05 PM|491760|486833|['47', '42', '89']|['80', '66', '146']|1200|['Mark  Fulton', 'Rick Batsell', 'Ryan Holmes']
1802269|12/13/2019 10:00 PM|491195|486973|['38', '17', '55']|['44', '33', '77']|1048|['Anthony Geving', 'Crystal Hogan', 'Jim Schipper']
1802266|12/13/2019 10:00 PM|486974|486893|['24', '52', '76']|['36', '43', '79']|673|['Lewis Garrison', 'Gerry Polland', 'Randy McCall']
1818608|12/14/2019 12:00 AM|487482|486731|['28', '32', '60']|['50', '41', '91']|1027|['Keith Fogleman', 'Chase Vaden', 'Jason Garretson']
1802289||486720|486843|['33', '40', '73']|['46', '34', '80']|3740|['Jerome Hall', 'Michael Husted', 'Ryan Christian']
1802288|12/14/2019 12:00 AM|486824|486818|['22', '25', '47']|['34', '44', '78']|13407|['Bret Smith', 'Raymie Styons', 'Jeff Heater']
1802303|12/14/2019 12:00 AM|486708|486854|['26', '37', '63']|['31', '40', '71']|698|['Sean Campbell', 'Jim Miller', 'John Garbinski']
1802305|12/14/2019 12:00 AM|486909|486957|['34', '38', '72']|['19', '30', '49']|18145|['Rob Riley', 'DJ Carstensen', 'Larry Scirotto']
1802301|12/14/2019 01:00 AM|486962|486865|['25', '30', '55']|['40', '29', '69']|13267|['Brandon Cruz', 'Courtney Green', 'Chris Beaver']
1802294|12/14/2019 01:00 AM|486885|486701|['27', '34', '61']|['32', '24', '56']|9045|['John Hampton', 'Byron  Jarrett', 'Pat Adams']
1802293|12/14/2019 01:00 AM|486670|486889|['29', '30', '59']|['44', '33', '77']|4032|['Keith Patterson', 'Brent Dugas', 'Olandis Poole']
1802290|12/14/2019 01:00 AM|486694|486764|['34', '45', '79']|['50', '48', '98']|15589|['R.B. Clyburn', 'Randy  Heimermann', 'Chuck Jones']
1802304|12/14/2019 01:00 AM|486992|486766|['21', '40', '61']|['28', '39', '67']|12614|['Bart Lenox', 'Steven Anderson', 'Doug Sirmons']
1802291|12/14/2019 02:00 AM|486754|486773|['25', '32', '57']|['51', '49', '100']|3478|['Doran Gotschall', 'Wilson Holland', 'Shawn Lehigh']
1802302|12/14/2019 03:00 AM|486771|487001|['31', '37', '68']|['41', '46', '87']|1807|['Ian Caldwell', 'Jeff Ketchu', 'John Paul Guerrero']
1802292|12/14/2019 03:00 AM|486999|486787|['47', '44', '91']|['33', '36', '69']|601|['Juan Corral', 'Jeremy Dente', 'Deron White']
1802311|12/14/2019 11:30 AM|486913|486877|['32', '35', '67']|['32', '29', '61']|-1|"['Jeff Clark', 'Ray Natiliy', ""Brian O'Connell""]"
1802313|12/14/2019 12:00 PM|486869|486738|['30', '35', '65']|['42', '32', '74']|1098|['Greg Langsdorf', 'Brad Clauss', 'Jeff Spodoske']
1802312|12/14/2019 12:00 PM|486666|486783|['16', '25', '41']|['34', '32', '66']|7635|['Greg Evans', 'Tony Chiazza', 'Brent Hampton']
1802314|12/14/2019 12:00 PM|486831|486890|['32', '35', '67']|['50', '49', '99']|16185|['Tim Comer', 'Jeb Hartness', 'Bill Covington Jr.']
1802317|12/14/2019 12:00 PM|486821|486703|['32', '38', '70']|['37', '41', '78']|7236|['Lamar Simpson', 'Matt Potter', 'James Breeding']
1802316|12/14/2019 12:00 PM|486760|486861|['42', '39', '81']|['30', '29', '59']|924|['Gerrick Shannon', 'Antoine Dawkins', 'Michael Terry', 'Rodney Holland']
1802315|12/14/2019 12:00 PM|486965|486910|['31', '32', '8', '71']|['23', '40', '7', '70']|12707|['Kelly Pfeifer', 'Paul Szelc', 'Terry Oglesby']
1802319|12/14/2019 01:00 PM|486675|486846|['36', '43', '79']|['48', '41', '89']|15102|['Roger Ayers', 'John Gaffney', 'Michael Stephens']
1802320|12/14/2019 01:00 PM|486816|486775|['29', '47', '76']|['39', '39', '78']|691|['Doug Aprehamian', 'Phil Sallustio', 'David Powell']
