season|game_id
2020|1815364
2020|1797124
2020|1797125
2020|1797126
2020|1797127
2020|1797128
2020|1797132
2020|1797130
2020|1797135
2020|1797137
2020|1797201
2020|1797196
2020|1797205
2020|1797207
2020|1797210
2020|1797213
2020|1797214
2020|1797216
2020|1797219
2020|1797220
2020|1797222
2020|1797224
2020|1797204
2020|1797194
2020|1797190
2020|1797189
2020|1797186
2020|1797182
2020|1797179
2020|1797178
2020|1797177
2020|1797116
2020|1797117
2020|1797122
2020|1797139
2020|1797140
2020|1797141
2020|1797145
2020|1797146
2020|1797148
2020|1797149
2020|1797150
2020|1797152
2020|1797153
2020|1797156
2020|1797157
2020|1797160
2020|1797162
2020|1797165
2020|1797167
2020|1797169
2020|1797170
2020|1797171
2020|1797172
2020|1797173
2020|1797174
2020|1797136
2020|1797134
2020|1797234
2020|1797235
2020|1797226
2020|1797232
2020|1797231
2020|1797228
2020|1797239
2020|1797199
2020|1797202
2020|1797203
2020|1797208
2020|1797215
2020|1797221
2020|1815013
2020|1813843
2020|1797242
2020|1797243
2020|1797246
2020|1797247
2020|1797249
2020|1797111
2020|1797129
2020|1797109
2020|1797114
2020|1797115
2020|1797118
2020|1797138
2020|1797144
2020|1797147
2020|1797151
2020|1797154
2020|1797155
2020|1797159
2020|1797161
2020|1797163
2020|1797164
2020|1797166
2020|1797168
2020|1797175
2020|1797176
2020|1797180
2020|1797181
2020|1797184
2020|1797187
2020|1797188
2020|1797192
2020|1797193
2020|1797198
2020|1797225
2020|1797229
2020|1797253
2020|1797233
2020|1797236
2020|1797252
2020|1797121
2020|1797230
2020|1797131
2020|1797110
2020|1797142
2020|1797143
2020|1797158
2020|1797185
2020|1797200
2020|1797209
2020|1797218
2020|1797112
2020|1797240
2020|1797245
2020|1797250
2020|1797251
2020|1797133
2020|1797254
2020|1797255
2020|1797191
2020|1797195
2020|1797206
2020|1797211
2020|1797212
2020|1797217
2020|1797223
2020|1797183
2020|1797123
2020|1797120
2020|1797119
2020|1797248
2020|1797113
2020|1797227
2020|1797237
2020|1797238
2020|1797241
2020|1797244
2020|1797262
2020|1797265
2020|1797264
2020|1797276
2020|1797288
2020|1797287
2020|1797286
2020|1797283
2020|1797282
2020|1797281
2020|1797280
2020|1797274
2020|1797273
2020|1797271
2020|1797267
2020|1797259
2020|1797263
2020|1797289
2020|1797266
2020|1797279
2020|1797277
2020|1797275
2020|1797291
2020|1797285
2020|1797261
2020|1797256
2020|1797257
2020|1797258
2020|1797260
2020|1797268
2020|1797270
2020|1797269
2020|1797290
2020|1797293
2020|1797284
2020|1797294
2020|1797272
2020|1797278
2020|1797292
2020|1797298
2020|1797299
2020|1797315
2020|1797310
2020|1797309
2020|1797308
2020|1797307
2020|1797304
2020|1797297
2020|1797295
2020|1797301
2020|1797303
2020|1797306
2020|1797317
2020|1797313
2020|1797314
2020|1797311
2020|1797296
2020|1797300
2020|1797312
2020|1797305
2020|1797318
2020|1797321
2020|1797377
2020|1797370
2020|1797405
2020|1797408
2020|1797409
2020|1797418
2020|1797398
2020|1797403
2020|1797426
2020|1797427
2020|1797428
2020|1797430
2020|1797431
2020|1797434
2020|1797436
2020|1797437
2020|1797446
2020|1797453
2020|1797456
2020|1797460
2020|1797468
2020|1797474
2020|1797475
2020|1797476
2020|1797479
2020|1797480
2020|1797482
2020|1797485
2020|1797486
2020|1797489
2020|1797490
2020|1797496
2020|1797500
2020|1797501
2020|1797323
2020|1797532
2020|1797525
2020|1797438
2020|1797439
2020|1797538
2020|1797433
2020|1797464
2020|1797495
2020|1797484
2020|1797477
2020|1797481
2020|1797557
2020|1797533
2020|1797319
2020|1797497
2020|1797493
2020|1797424
2020|1797548
2020|1797536
2020|1797558
2020|1797417
2020|1797499
2020|1797543
2020|1797483
2020|1797503
2020|1797559
2020|1797546
2020|1797435
2020|1797593
2020|1797594
2020|1797597
2020|1797598
2020|1797599
2020|1797604
2020|1797610
2020|1797623
2020|1797622
2020|1797614
2020|1797635
2020|1797642
2020|1797644
2020|1797576
2020|1797639
2020|1797659
2020|1797577
2020|1797633
2020|1797667
2020|1797609
2020|1797683
2020|1797670
2020|1797636
2020|1797637
2020|1797702
2020|1797626
2020|1797562
2020|1797649
2020|1797561
2020|1797679
2020|1797685
2020|1797569
2020|1797709
2020|1797719
2020|1797721
2020|1797722
2020|1797736
2020|1797739
2020|1797703
2020|1797632
2020|1797734
2020|1797735
2020|1797650
2020|1797575
2020|1797715
2020|1797701
2020|1797795
2020|1797827
2020|1797808
2020|1797805
2020|1797802
2020|1797797
2020|1797782
2020|1797780
2020|1797779
2020|1797570
2020|1797817
2020|1797745
2020|1797820
2020|1797823
2020|1797571
2020|1797585
2020|1797563
2020|1797816
2020|1797826
2020|1797811
2020|1797813
2020|1797815
2020|1797821
2020|1797861
2020|1797572
2020|1797818
2020|1797798
2020|1797824
2020|1797847
2020|1797854
2020|1797872
2020|1797864
2020|1797875
2020|1797877
2020|1797863
2020|1797880
2020|1797883
2020|1797893
2020|1797862
2020|1797906
2020|1797909
2020|1797907
2020|1797905
2020|1797903
2020|1797902
2020|1797900
2020|1797896
2020|1797920
2020|1797904
2020|1797901
2020|1797926
2020|1797934
2020|1797935
2020|1797911
2020|1797931
2020|1797912
2020|1797939
2020|1797895
2020|1797942
2020|1797950
2020|1797943
2020|1797952
2020|1797951
2020|1797954
2020|1797948
2020|1797959
2020|1797955
2020|1797960
2020|1797962
2020|1797964
2020|1797971
2020|1797990
2020|1797987
2020|1797986
2020|1797984
2020|1797983
2020|1797977
2020|1797972
2020|1797970
2020|1797961
2020|1797956
2020|1797965
2020|1797966
2020|1797994
2020|1797976
2020|1797967
2020|1797991
2020|1797957
2020|1797978
2020|1797958
2020|1797992
2020|1797998
2020|1797973
2020|1798017
2020|1798026
2020|1798019
2020|1798042
2020|1798038
2020|1798037
2020|1798035
2020|1798033
2020|1798032
2020|1798031
2020|1798006
2020|1798005
2020|1798001
2020|1798147
2020|1798145
2020|1798140
2020|1798134
2020|1798132
2020|1798128
2020|1798124
2020|1798121
2020|1798120
2020|1798116
2020|1798114
2020|1798113
2020|1798106
2020|1798104
2020|1798049
2020|1798057
2020|1798059
2020|1798063
2020|1798076
2020|1798094
2020|1798103
2020|1798025
2020|1798004
2020|1798150
2020|1798028
2020|1798091
2020|1798090
2020|1798084
2020|1798119
2020|1798074
2020|1798066
2020|1798118
2020|1798060
2020|1798002
2020|1798050
2020|1798048
2020|1798046
2020|1798045
2020|1798097
2020|1798146
2020|1798029
2020|1798000
2020|1798105
2020|1798183
2020|1798163
2020|1798170
2020|1797999
2020|1798013
2020|1798020
2020|1798077
2020|1798110
2020|1798126
2020|1798138
2020|1798182
2020|1798184
2020|1798185
2020|1798107
2020|1798109
2020|1798111
2020|1798115
2020|1798123
2020|1813322
2020|1798034
2020|1798179
2020|1798186
2020|1798196
2020|1798198
2020|1798206
2020|1798202
2020|1798254
2020|1798287
2020|1798280
2020|1798278
2020|1798277
2020|1798269
2020|1798267
2020|1798266
2020|1798265
2020|1798262
2020|1798261
2020|1798259
2020|1798255
2020|1798247
2020|1798229
2020|1798228
2020|1798226
2020|1798224
2020|1798223
2020|1798220
2020|1798216
2020|1798213
2020|1798188
2020|1798211
2020|1798210
2020|1798194
2020|1798258
2020|1798270
2020|1798263
2020|1798317
2020|1798232
2020|1798316
2020|1798192
2020|1798289
2020|1798189
2020|1798195
2020|1798190
2020|1798313
2020|1798218
2020|1798286
2020|1798187
2020|1798312
2020|1798318
2020|1798275
2020|1798193
2020|1798322
2020|1798330
2020|1798327
2020|1798326
2020|1798358
2020|1798367
2020|1798338
2020|1798351
2020|1798349
2020|1798319
2020|1798320
2020|1798334
2020|1798335
2020|1798332
2020|1798325
2020|1798383
2020|1798384
2020|1798373
2020|1798370
2020|1798357
2020|1798341
2020|1798371
2020|1798382
2020|1798348
2020|1798390
2020|1798401
2020|1798396
2020|1798406
2020|1798657
2020|1798394
2020|1798408
2020|1798413
2020|1798449
2020|1798442
2020|1798439
2020|1798510
2020|1798534
2020|1798533
2020|1798532
2020|1798920
2020|1798519
2020|1798517
2020|1798514
2020|1798512
2020|1798500
2020|1798495
2020|1798489
2020|1798488
2020|1798482
2020|1798481
2020|1798480
2020|1798478
2020|1798391
2020|1798389
2020|1798385
2020|1798550
2020|1798387
2020|1798516
2020|1798474
2020|1798450
2020|1798529
2020|1798535
2020|1798498
2020|1798501
2020|1798513
2020|1798521
2020|1798542
2020|1798540
2020|1798594
2020|1798583
2020|1798518
2020|1798530
2020|1798527
2020|1798388
2020|1798386
2020|1798568
2020|1798600
2020|1798515
2020|1798522
2020|1798537
2020|1798586
2020|1798486
2020|1820994
2020|1798603
2020|1798708
2020|1798702
2020|1798703
2020|1798705
2020|1798629
2020|1798707
2020|1798706
2020|1798729
2020|1813682
2020|1798736
2020|1798715
2020|1798714
2020|1798740
2020|1798741
2020|1798726
2020|1798727
2020|1798745
2020|1798718
2020|1798723
2020|1798743
2020|1798620
2020|1798626
2020|1798762
2020|1798763
2020|1798764
2020|1798765
2020|1798767
2020|1798781
2020|1798746
2020|1798713
2020|1798747
2020|1798393
2020|1798623
2020|1798806
2020|1798827
2020|1798828
2020|1798830
2020|1798845
2020|1798848
2020|1798849
2020|1798885
2020|1798879
2020|1798752
2020|1798616
2020|1798875
2020|1798908
2020|1798868
2020|1798850
2020|1798876
2020|1798911
2020|1798894
2020|1798925
2020|1798961
2020|1798952
2020|1798947
2020|1798945
2020|1798940
2020|1798921
2020|1798918
2020|1798608
2020|1798604
2020|1798477
2020|1798916
2020|1798976
2020|1798605
2020|1798896
2020|1798942
2020|1798978
2020|1798924
2020|1798934
2020|1798972
2020|1798966
2020|1798984
2020|1798946
2020|1798983
2020|1798933
2020|1798957
2020|1798950
2020|1798979
2020|1799003
2020|1799013
2020|1799016
2020|1799026
2020|1799012
2020|1799018
2020|1799011
2020|1799046
2020|1799041
2020|1799040
2020|1799025
2020|1799028
2020|1799029
2020|1799030
2020|1799060
2020|1799055
2020|1799039
2020|1799042
2020|1799064
2020|1799021
2020|1799061
2020|1799069
2020|1798987
2020|1799065
2020|1799078
2020|1813879
2020|1799080
2020|1799076
2020|1798992
2020|1799082
2020|1799062
2020|1799067
2020|1799083
2020|1799079
2020|1798991
2020|1799102
2020|1799091
2020|1799093
2020|1799087
2020|1799090
2020|1799138
2020|1799133
2020|1799132
2020|1799131
2020|1799129
2020|1799126
2020|1799120
2020|1799112
2020|1799111
2020|1799109
2020|1799108
2020|1799107
2020|1799106
2020|1799105
2020|1799085
2020|1799100
2020|1799101
2020|1799096
2020|1799150
2020|1799118
2020|1799125
2020|1813277
2020|1799147
2020|1799127
2020|1799084
2020|1799134
2020|1799135
2020|1799148
2020|1799155
2020|1799153
2020|1799141
2020|1799139
2020|1799140
2020|1799146
2020|1799137
2020|1799154
2020|1799184
2020|1799191
2020|1799180
2020|1799285
2020|1799264
2020|1799261
2020|1799259
2020|1799257
2020|1799256
2020|1799254
2020|1799251
2020|1799250
2020|1799243
2020|1799228
2020|1799224
2020|1799212
2020|1799210
2020|1799209
2020|1799203
2020|1799200
2020|1799198
2020|1799195
2020|1799185
2020|1799170
2020|1799167
2020|1799157
2020|1799156
2020|1799188
2020|1799183
2020|1799194
2020|1799193
2020|1799163
2020|1799189
2020|1799192
2020|1799252
2020|1799230
2020|1799263
2020|1799242
2020|1799239
2020|1799211
2020|1799258
2020|1799205
2020|1799267
2020|1799214
2020|1799286
2020|1799165
2020|1799164
2020|1799162
2020|1799161
2020|1799320
2020|1799201
2020|1799266
2020|1799283
2020|1799223
2020|1799182
2020|1799158
2020|1799253
2020|1799166
2020|1816883
2020|1799284
2020|1799314
2020|1799330
2020|1799332
2020|1799346
2020|1799396
2020|1799394
2020|1799321
2020|1799322
2020|1799325
2020|1799418
2020|1799414
2020|1799344
2020|1799415
2020|1799421
2020|1799327
2020|1799328
2020|1799434
2020|1799351
2020|1799353
2020|1799427
2020|1799423
2020|1799360
2020|1799361
2020|1799363
2020|1799345
2020|1799348
2020|1799417
2020|1799388
2020|1799367
2020|1799366
2020|1799329
2020|1799326
2020|1799342
2020|1799364
2020|1799442
2020|1799441
2020|1799464
2020|1799476
2020|1799336
2020|1799474
2020|1799355
2020|1799398
2020|1799323
2020|1799356
2020|1799443
2020|1799475
2020|1799471
2020|1799483
2020|1799484
2020|1799481
2020|1799482
2020|1799485
2020|1799480
2020|1799486
2020|1799487
2020|1799490
2020|1799496
2020|1799503
2020|1799499
2020|1799491
2020|1799489
2020|1799488
2020|1799509
2020|1799545
2020|1799533
2020|1799532
2020|1799527
2020|1799524
2020|1799520
2020|1799518
2020|1799517
2020|1799505
2020|1799504
2020|1799500
2020|1799479
2020|1799567
2020|1799543
2020|1799528
2020|1799508
2020|1799478
2020|1799477
2020|1799526
2020|1799530
2020|1799579
2020|1799539
2020|1799506
2020|1799580
2020|1799544
2020|1799531
2020|1799575
2020|1799501
2020|1799529
2020|1799577
2020|1817143
2020|1799608
2020|1799601
2020|1816774
2020|1799609
2020|1799610
2020|1799613
2020|1799600
2020|1816800
2020|1816755
2020|1799612
2020|1799615
2020|1799622
2020|1799607
2020|1799619
2020|1799602
2020|1816758
2020|1816766
2020|1815253
2020|1799629
2020|1799621
2020|1799640
2020|1799650
2020|1799641
2020|1799624
2020|1799646
2020|1816802
2020|1799683
2020|1799680
2020|1799675
2020|1799672
2020|1799671
2020|1799667
2020|1799666
2020|1799664
2020|1799662
2020|1799603
2020|1799586
2020|1815254
2020|1816770
2020|1799654
2020|1799583
2020|1799595
2020|1799699
2020|1799719
2020|1799717
2020|1799668
2020|1799686
2020|1799587
2020|1799584
2020|1799663
2020|1799681
2020|1799599
2020|1799708
2020|1799581
2020|1799642
2020|1816778
2020|1799669
2020|1799585
2020|1799684
2020|1799714
2020|1799707
2020|1799606
2020|1799692
2020|1799777
2020|1816874
2020|1799788
2020|1799787
2020|1799781
2020|1799786
2020|1799776
2020|1799820
2020|1799791
2020|1799821
2020|1799784
2020|1799795
2020|1799744
2020|1799723
2020|1799867
2020|1816873
2020|1799824
2020|1799843
2020|1799862
2020|1799863
2020|1799866
2020|1799873
2020|1799789
2020|1799778
2020|1799738
2020|1799855
2020|1799835
2020|1816840
2020|1799875
2020|1799956
2020|1799773
2020|1799814
2020|1799960
2020|1799962
2020|1799998
2020|1800019
2020|1799731
2020|1799947
2020|1800021
2020|1799844
2020|1816841
2020|1799991
2020|1799745
2020|1800030
2020|1816875
2020|1800028
2020|1799733
2020|1800039
2020|1800044
2020|1800058
2020|1800053
2020|1800048
2020|1800060
2020|1799747
2020|1800079
2020|1799734
2020|1816880
