team_id|team_short_name|team_long_name
487316|['Brevard']|['Brevard Tornados']
490696|[]|[]
487536|['Simpson']|['Simpson Storm']
487023|"[""Cal St. San B'dino""]"|"[""Cal St. San B'dino Coyotes""]"
491255|[]|[]
487681|['Misericordia']|['Misericordia Cougars']
491169|[]|[]
491683|[]|[]
491611|[]|[]
490080|[]|[]
490733|[]|[]
491163|[]|[]
490512|[]|[]
487658|['Thomas (ME)']|['Thomas (ME) Terriers']
487482|['N.C. Wesleyan']|['N.C. Wesleyan Battling Bishops']
487323|['Alma']|['Alma Scots']
487501|['SUNY Potsdam']|['SUNY Potsdam Bears']
487287|['Purdue Northwest']|['Purdue Northwest Pride']
487276|['Rogers St.']|['Rogers St. Hillcats']
490900|[]|[]
487246|['Urbana']|['Urbana Blue Knights']
490760|[]|[]
487375|['Cornell College']|['Cornell College Rams']
491762|[]|[]
487484|['North Park']|['North Park Vikings']
487390|['Emerson']|['Emerson Lions']
487150|['Concord']|['Concord Mountain Lions']
490706|[]|[]
487507|['Redlands']|['Redlands Bulldogs']
487376|['SUNY Cortland']|['SUNY Cortland Red Dragons']
487459|['Medgar Evers']|['Medgar Evers Cougars']
487139|['Bluefield St.']|['Bluefield St. Big Blues']
490781|[]|[]
489992|[]|[]
487695|['Lesley']|['Lesley Lynx']
487086|['Missouri S&amp;T']|['Missouri S&amp;T Miners']
487264|['Fresno Pacific']|['Fresno Pacific Sunbirds']
490714|[]|[]
491685|[]|[]
490592|['St. Thomas (TX)']|[]
492210|[]|[]
489991|[]|[]
491812|[]|[]
487137|['Arkansas Tech']|['Arkansas Tech Wonder Boys']
491128|[]|[]
487449|['Maine Maritime']|['Maine Maritime Mariners']
487488|['Ohio Northern']|['Ohio Northern Polar Bears']
487680|['Rosemont']|['Rosemont Ravens']
491735|[]|[]
487315|['Pfeiffer']|['Pfeiffer Falcons']
491171|[]|[]
487242|"[""Tex. A&amp;M Int'l""]"|"[""Tex. A&amp;M Int'l Dustdevils""]"
487031|['Chaminade']|['Chaminade Silverswords']
487140|['Caldwell']|['Caldwell Cougars']
491144|[]|[]
487651|['Goucher']|['Goucher Gophers']
487049|['Florida Tech']|['Florida Tech Panthers']
491671|[]|[]
487492|['SUNY Oneonta']|['SUNY Oneonta Red Dragons']
487672|['St. Elizabeth']|['St. Elizabeth Eagles']
487392|['Emory &amp; Henry']|['Emory &amp; Henry Wasps']
487258|['Lindenwood (MO)']|['Lindenwood (MO) Lions']
490082|[]|[]
487208|['Colo. Christian']|['Colo. Christian Cougars']
487710|['North Central (MN)']|['North Central (MN) Rams']
491156|[]|[]
487722|['Geneva']|['Geneva Golden Tornadoes']
487648|['Westminster (PA)']|['Westminster (PA) Titans']
487402|['Gallaudet']|['Gallaudet Bison']
487196|['East Central']|['East Central Tigers']
487394|['Eureka']|['Eureka Red Devils']
491070|[]|[]
487232|['Ill. Springfield']|['Ill. Springfield Prairie Stars']
487087|['Mo.-St. Louis']|['Mo.-St. Louis Tritons']
487267|['Shorter']|['Shorter Hawks']
491173|[]|[]
490876|[]|[]
491434|[]|[]
487497|['Pine Manor']|['Pine Manor Gators']
487181|['Hawaii Pacific']|['Hawaii Pacific Sharks']
487444|['Luther']|['Luther Norse']
491409|[]|[]
487149|['Coker']|['Coker Cobras']
487244|['AUM']|['AUM Warhawks']
490730|[]|[]
491213|[]|[]
487464|['Millsaps']|['Millsaps Majors']
491370|[]|[]
490711|[]|[]
490916|[]|[]
487696|['Concordia (TX)']|['Concordia (TX) Tornados']
487294|"[""St. Mary's (TX)""]"|"[""St. Mary's (TX) Rattlers""]"
491121|[]|[]
487551|['Trinity (TX)']|['Trinity (TX) Tigers']
491320|[]|[]
487700|['Birmingham-So.']|['Birmingham-So. Panthers']
491342|[]|[]
487602|['Clarks Summit']|['Clarks Summit Defenders']
487228|['Trevecca Nazarene']|['Trevecca Nazarene Trojans']
492151|[]|[]
487076|['Maryville (MO)']|['Maryville (MO) Saints']
491273|[]|[]
487686|['Piedmont']|['Piedmont Lions']
490712|[]|[]
487142|['Carson-Newman']|['Carson-Newman Eagles']
487202|['North Greenville']|['North Greenville Crusaders']
487165|['Neb.-Kearney']|['Neb.-Kearney Antelopes, Lopers']
491760|[]|[]
491050|[]|[]
487053|['Gannon']|['Gannon Golden Knights']
491256|[]|[]
487144|['Central Okla.']|['Central Okla. Bronchos']
487172|['Montevallo']|['Montevallo Falcons']
487241|['Tex. Permian Basin']|['Tex. Permian Basin Falcons']
491271|[]|[]
